gene_id	gene_name	JH.2.085.F2983.F783D	JH.2.086.5EA11.494GE	JH.2.089.H8EBA.HH51C	JH.2.090.19D3F.G36F6	JH.2.091.CAA8H.GDFG1	JH.2.092.B4F11.2H1C1	JH.2.092.B52E5.BFCBA	JH.2.093.214AE.H5A8H	JH.2.094.5HA24.CC3H4	JH.2.100.19H33.94G2C	JH.2.104.51E2H.1G93A	JH.2.107.AGD39.1CH62	JH.2.111.G645D.6C5FF
ENSG00000253655.2	JCHAINP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253656.1	ENSG00000253656	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253657.1	ENSG00000253657	0	0	1	0	0	0	0	0	1	0	0	1	0
ENSG00000253658.6	LINC01592	0	0	0	1	0	0	0	0	0	1	1	0	1
ENSG00000253659.2	ENSG00000253659	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253660.1	ENSG00000253660	0	1	0	0	1	1	0	0	1	0	1	1	3
ENSG00000253661.3	ZFHX4-AS1	7	1	3	1	8	2	7	0	10	3	2	7	8
ENSG00000253663.1	NPM1P52	0	0	2	1	2	0	1	1	0	1	0	1	0
ENSG00000253664.1	ENSG00000253664	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253665.1	LINC02866	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253666.3	ENSG00000253666	0	0	0	2	0	0	0	3	1	0	0	0	0
ENSG00000253667.2	ENSG00000253667	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253668.1	ENSG00000253668	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253669.4	GASAL1	4	12	7	27	7	11	4	19	8	12	6	11	8
ENSG00000253670.1	ENSG00000253670	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253671.3	ENSG00000253671	33	262	65	3	43	95	132	30	41	45	49	6	86
ENSG00000253672.1	ENSG00000253672	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253673.1	ENSG00000253673	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253674.1	IGHVII-78-1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253675.1	ENSG00000253675	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253676.1	TAGLN2P1	1.001	1.003	1.002	0	3	0	1	0	2.004	0	0	1	0
ENSG00000253677.1	UBE2HP1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253678.3	ENSG00000253678	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253679.1	LINC02844	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253680.1	ENSG00000253680	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253681.1	ENSG00000253681	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253682.2	ENSG00000253682	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253683.1	ENSG00000253683	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253684.1	BUD31P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253685.1	MTND5P41	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253686.2	LINC01484	1	0	0	80	0	0	1	3	0	0	0	0	0
ENSG00000253687.1	ENSG00000253687	2	4	0	0	6	0	0	0	0	3	2	0	3
ENSG00000253688.2	ENSG00000253688	3	3	3	3	4	1	0	0	7	0	2	2	2
ENSG00000253690.1	ENSG00000253690	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000253691.2	IGKV2OR22-4	0	0	0	1.003	0	0	1	0	0	0	0	1	0
ENSG00000253692.3	IGHEP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253693.1	ENSG00000253693	0	22	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253695.2	PINX1-DT	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253696.2	KBTBD11-OT1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253697.1	ENSG00000253697	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253698.1	ENSG00000253698	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253699.1	ENSG00000253699	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253702.1	LINC02847	1	1	0	0	1	1	5	1	2	1	0	1	1
ENSG00000253703.2	IGHV1-68	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253704.3	VIRMA-DT	12	19	6	5	16.001	18	10	2	12	6	17.001	6	10
ENSG00000253706.5	ENSG00000253706	0	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000253707.1	ENSG00000253707	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253708.1	ENSG00000253708	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253709.1	IGHV1-14	1	0	0	21.529	0	0	1	1	0	0	0	0	0
ENSG00000253710.5	ALG11	588.91	1011.407	750.669	863.649	919.114	1029.302	989.335	461.099	713.489	562.361	861.199	781.503	907.32
ENSG00000253711.1	ENSG00000253711	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253712.1	LINC02886	0	1	0	0	0	0	0	1	0	0	0	1	2
ENSG00000253713.1	ENSG00000253713	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253714.1	IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253715.1	ENSG00000253715	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253716.7	MINCR	21	28	15	20	14	17	16	6	29.999	16	18	21	24.999
ENSG00000253717.1	ENSG00000253717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253719.4	ATXN7L3B	873	1456	745	1057	1003	1113	1036	976	1623	625	1104	1310	856
ENSG00000253720.2	ENSG00000253720	1	2	0	0	1	2	1	1	0	0	1	1	0
ENSG00000253721.1	SUMO2P20	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253722.1	ENSG00000253722	0	4	2	0	0	0	1	0	1	0	1	1	0
ENSG00000253723.1	ENSG00000253723	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253725.1	ENSG00000253725	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253726.1	ENSG00000253726	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253728.5	ENSG00000253728	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253729.8	PRKDC	3092.001	3520.999	2646	4711	3364.999	3674	3314	6039.999	5236	2336	3293	3940	3404.999
ENSG00000253730.1	ENSG00000253730	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000253731.3	PCDHGA6	228.463	220.965	270.664	99.84	252.481	264.823	256.316	167.782	255.522	167.855	247.548	129.969	280.4
ENSG00000253732.1	IGKV2-19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253733.3	LZTS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253734.2	LINC01289	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000253735.1	ENSG00000253735	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253736.4	ENSG00000253736	2	1	3	0	6	0	2	3	3	2	4	6	1
ENSG00000253737.1	ENSG00000253737	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253738.3	OTUD6B-AS1	154	385.001	186	208	184	251	253	28	320	149	297	300	182.001
ENSG00000253739.1	RNU6-323P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253740.5	ENSG00000253740	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253741.3	LNCOC1	8	14	17	6	34	9	12	8	25	20	18	16	11
ENSG00000253742.1	IGHV3-60	0	0	0	1.005	0	0	0	0	0	0	0	0	0
ENSG00000253743.1	MARK2P11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253744.1	ENSG00000253744	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253745.1	ENSG00000253745	0	0	0	0	1	0	0	1	0	0	1	1	0
ENSG00000253746.1	ENSG00000253746	0	3	0	1	1	0	0	8	1	1	0	1	0
ENSG00000253747.1	IGHVII-62-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253748.2	CYP4F44P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253749.1	ENSG00000253749	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253750.1	ENSG00000253750	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253752.1	IGLVI-63	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253754.1	ENSG00000253754	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253755.1	IGHGP	0	0	0	14.942	0	0	0	0	0	0	1	0	0
ENSG00000253756.1	CARS1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253759.1	IGHV3-57	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253760.1	ENSG00000253760	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253762.2	ENSG00000253762	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253763.1	IGHV3-6	0	0	0	12.029	0	0	0	0	0	0	0	0	0
ENSG00000253764.4	KBTBD11-AS1	1	5	1	6	2	0	1	1	1	2	1	0	0
ENSG00000253765.1	IGKV2D-19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253766.1	ENSG00000253766	0	1	0	1	0	0	1	2	0	0	0	0	0
ENSG00000253767.3	PCDHGA8	148.756	148.799	214.389	64	173.223	140.593	99.707	46.697	117.059	155.315	223.109	88.36	136.516
ENSG00000253768.1	ENSG00000253768	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253770.1	HMGB1P23	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253771.7	TPTE2P1	9	20.001	28	1	24	29.001	16	8	30	12.999	21.001	6	16
ENSG00000253772.1	ENSG00000253772	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253773.4	CFAP418-AS1	3	3	10	4	9	4	7	7	5	9	4	4	8
ENSG00000253774.1	ENSG00000253774	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253775.2	ENSG00000253775	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253776.1	ENSG00000253776	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253777.1	ENSG00000253777	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253778.1	ENSG00000253778	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000253779.1	IGLVVI-25-1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253780.1	IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253781.1	ZNF317P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253782.2	ENSG00000253782	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253783.1	ENSG00000253783	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253784.1	ENSG00000253784	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253785.1	ENSG00000253785	0	0	1	1	1	0	1	0	0	0	0	0	0
ENSG00000253786.1	IGLV3-15	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253787.1	LINC02219	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253789.1	NARS1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253790.1	ENSG00000253790	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253792.1	ENSG00000253792	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253793.1	ENSG00000253793	1	0	1	0	1	0	0	1	1	2	0	0	1
ENSG00000253794.1	IGLV10-67	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253795.1	MTND1P5	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253796.3	ENSG00000253796	0	0	0	6	0	0	2	1	0	1	1	1	0
ENSG00000253797.2	UTP14C	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253798.2	ENSG00000253798	0	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000253799.1	LINC01030	1	2	0	0	0	1	1	0	0	0	0	0	0
ENSG00000253800.1	ENSG00000253800	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253801.2	ENSG00000253801	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253802.2	SIRLNT	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253803.1	ENSG00000253803	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253805.1	ENSG00000253805	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253806.1	ENSG00000253806	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253807.6	LINC01170	0	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000253808.1	IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253809.1	ENSG00000253809	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253810.1	PSAT1P1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253811.1	ENSG00000253811	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253813.1	COX6B1P4	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000253814.1	MRPS36P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253816.3	GUSBP14	515.622	406.129	196.766	210.646	355.931	267.703	280.914	183.821	393.209	419.962	309.14	410.367	419.253
ENSG00000253817.1	ENSG00000253817	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253818.1	IGLV1-41	1	0	0	12.118	0	0	0	0	0	0	0	0	0
ENSG00000253819.2	LINC01151	14	5	17	1	4	0	0	1	14	10	10	1	16
ENSG00000253820.1	IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253821.2	ENSG00000253821	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253822.1	IGLV3-24	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253823.1	IGLV1-62	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253824.2	ENSG00000253824	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253825.1	ENSG00000253825	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253826.1	WBP1LP10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253828.3	MTND2P38	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253829.1	ENSG00000253829	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253831.3	ETV3L	0	0	0	1.015	0	0	0	0	0	0	0	0	0
ENSG00000253832.1	ENSG00000253832	1	0	1	0	0	0	0	0	1	1	0	0	0
ENSG00000253833.1	DSTNP3	0	0	1.025	1.008	2	0	1.042	0	0	0	2.039	1.004	4.092
ENSG00000253834.1	ENSG00000253834	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253836.1	ENSG00000253836	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253837.1	ENSG00000253837	20	14	24	8	33	12	5	4	36	21	23	22	7
ENSG00000253838.1	ENSG00000253838	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253840.1	ENSG00000253840	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253841.1	ENSG00000253841	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253842.2	ENSG00000253842	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253843.1	ENSG00000253843	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253844.1	ENSG00000253844	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253845.1	ENSG00000253845	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253846.3	PCDHGA10	197.562	158.029	237.016	80.41	199.266	136	105	155.975	354.231	294.064	237.868	188.632	198.667
ENSG00000253848.1	RBM12B-DT	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253849.1	ENSG00000253849	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253851.1	ENSG00000253851	0	0	1	0	0	0	0	1	1	0	1	2	0
ENSG00000253852.1	ENSG00000253852	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253853.3	ENSG00000253853	58	8	26	25	13	27	27.001	25	12	8	14	25	51
ENSG00000253854.1	ENSG00000253854	4	1	1	1	1	5	2	2	1	0	2	0	3
ENSG00000253855.1	ENSG00000253855	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253857.2	ENSG00000253857	8	10	39	3	61	131	100	17	5	33	48	18	56
ENSG00000253858.1	ENSG00000253858	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000253859.2	ENSG00000253859	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253860.1	IGKV3-34	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253861.1	SLC2A3P1	70.541	94	37.211	122.663	63.878	84.821	74.955	143.065	144.081	47.412	87.42	95.433	76.418
ENSG00000253862.1	IGHVIII-47-1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253865.1	ENSG00000253865	0	1	1	4	0	0	0	0	1	0	0	0	0
ENSG00000253866.1	TMEM97P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253868.4	FER1L6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253869.1	PIGFP1	0	3	3	0	2	2	3	0	1	1	5	1	3
ENSG00000253870.1	IGKV1-32	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253871.2	ENSG00000253871	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253872.1	ENSG00000253872	1	0	2	1	1	0	3	1	1	0	0	0	1
ENSG00000253873.6	PCDHGA11	133	135.084	237.585	89.233	278.833	150.551	138.555	154.043	439.38	213.558	429.354	190.027	209.155
ENSG00000253874.1	IGLVIV-66-1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253875.2	ENSG00000253875	15	10	13	10	9	8	15	5	18	2	5	1	27
ENSG00000253877.6	LINC01608	126.998	12	131	8	213	4	12	4	71	84	144.999	205	96
ENSG00000253878.5	ENSG00000253878	6	4	18	19	19	5	6	5	10	15	20	3	7
ENSG00000253879.2	ENSG00000253879	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253880.1	ENSG00000253880	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253881.1	ENSG00000253881	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253882.7	ENSG00000253882	12.005	66.882	13.65	80.935	16.165	30.145	34.729	135.246	20.123	20.309	38.588	20.865	28.94
ENSG00000253883.1	IGHV3-19	0	0	0	13.756	0	0	0	0	0	0	2	0	0
ENSG00000253884.1	ENSG00000253884	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253885.1	ARF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253886.1	ENSG00000253886	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253887.1	ENSG00000253887	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253888.2	ENSG00000253888	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253889.1	IGLVI-38	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253891.2	ENSG00000253891	0	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000253892.1	ENSG00000253892	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253893.2	FAM85B	8	2	5	5	3	6.17	6	0	4	5.214	4	2	7.416
ENSG00000253894.2	ENSG00000253894	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000253895.1	IGHVII-44-2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253896.3	ENSG00000253896	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253897.2	ENSG00000253897	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253898.1	LINC01419	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253899.1	ENSG00000253899	1.003	1.007	0	1.005	0	1.008	1.007	0	1.005	2.013	0	1.004	1.01
ENSG00000253900.1	CDH12P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253901.1	ENSG00000253901	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253903.2	ENSG00000253903	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253906.1	IGKV2D-10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253907.1	ENSG00000253907	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253908.1	ENSG00000253908	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253910.3	PCDHGB2	136.163	166.7	138.497	63.079	88.024	141.171	134.47	104.047	221.505	137.849	174.669	80.8	201.231
ENSG00000253911.1	ENSG00000253911	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253912.1	ENSG00000253912	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253913.1	IGLV3-26	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253915.1	MAPRE1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253916.1	MTCO1P49	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253917.4	ENSG00000253917	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253919.1	THAP12P7	4.244	9.398	1.023	56.399	1.025	3.122	14.818	8.395	3.115	2.128	2.045	0	2.098
ENSG00000253920.1	IGLV3-31	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253921.1	ATOX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253923.2	ENSG00000253923	1	0	1	0	0	0	1	1	1	1	1	0	1
ENSG00000253924.2	ENSG00000253924	0	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000253925.1	ENSG00000253925	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253926.1	ENSG00000253926	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253927.1	ENSG00000253927	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253930.1	TNFRSF10A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253931.1	ENSG00000253931	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253932.1	ENSG00000253932	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253934.2	MRPL49P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253935.1	IGLVIV-53	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253936.1	IGHV3-63	0	0	0	11.033	0	0	0	0	0	0	0	0	0
ENSG00000253937.1	NATP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253939.1	ENSG00000253939	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253940.1	ENSG00000253940	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253941.1	IGHVII-51-2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253942.1	ENSG00000253942	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253943.1	KRT18P37	1	1	1	6	1	5	4	0	3	1	4	1	4
ENSG00000253944.1	MTUS1-DT	6	28	20	1	8	9	18	7	6	6	9	4	11
ENSG00000253945.1	ENSG00000253945	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253946.1	ENSG00000253946	0	8	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253947.1	ENSG00000253947	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253948.3	VPS13B-DT	5	11	2	2	6	8	6	1	11	9	4	3	10
ENSG00000253949.1	ENSG00000253949	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000253951.1	CCT3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253952.1	HIGD1AP18	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253953.3	PCDHGB4	153.9	225.264	287.162	80.713	239.63	176.641	146.073	116.49	191.77	245.306	222.272	149.886	172.285
ENSG00000253954.3	HMGN1P38	2	3	1	1.061	0	3	0	0	1	0	0	0	4
ENSG00000253955.2	ENSG00000253955	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253956.1	ENSG00000253956	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253957.1	IGHV3-22	0	0	0	11.73	0	0	0	0	0	0	0	0	0
ENSG00000253958.2	CLDN23	8	21	17	17	14	10	21	37	10	14	12	33	7
ENSG00000253959.1	LINC01863	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253960.1	ENSG00000253960	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253961.1	ENSG00000253961	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253963.1	IGLV3-2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253964.1	RPL31P40	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253965.2	ENSG00000253965	0	0	0	1	2	2	1	0	4	0	2	0	1
ENSG00000253966.1	ENSG00000253966	3	10	3	2	0	5	4	0	4	1	2	4	4
ENSG00000253967.1	ENSG00000253967	0	0	1	2	10	0	0	0	0	0	1	1	2
ENSG00000253968.2	ENSG00000253968	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253970.1	MTND2P7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253971.1	CDC42P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253972.6	MAL2-AS1	0	1	2	0	3	2	0	1	0	0	0	0	1
ENSG00000253973.3	NRIP3-DT	0	0	0	0	2	1	1	3	0	1	0	0	0
ENSG00000253974.6	NRG1-IT1	1	4	1	1	0	0	0	0	3	1	3	0	0
ENSG00000253975.1	ENSG00000253975	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253976.1	ENSG00000253976	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253977.1	MTCO2P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253978.2	CTB-178M22.2	0	0	0	0	2	0	0	0	1	0	1	0	1
ENSG00000253979.1	ENSG00000253979	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253980.1	ENSG00000253980	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253981.6	ALG1L13P	1	1	0	19.999	4.129	1	1	2	3	1	0	0	2
ENSG00000253982.3	CLN8-AS1	61	179	64	63	119	61	61	60.999	122	96.001	75.999	172	78
ENSG00000253983.3	ENSG00000253983	1	3	3	2	1	1	2	1	2	1	2	5	1
ENSG00000253985.1	ENSG00000253985	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253986.1	ENSG00000253986	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253988.1	ENSG00000253988	3	1	22	0	26	4	9	2	12	24	18	16	12
ENSG00000253989.2	IGHVIII-38-1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253991.1	ENSG00000253991	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253992.1	ENSG00000253992	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253993.1	ENSG00000253993	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253994.1	NDUFB9P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253995.1	RPL10P18	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253997.1	ENSG00000253997	0	0	0	0	0	0	0	0	0	0	0	0	0
